DCorr,MGC,n,dataset
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.018,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.017,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.011,0.001,140,nonlinear
0.051,0.007,140,nonlinear
0.005,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.056,0.004,140,nonlinear
0.036,0.004,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.014,0.001,140,nonlinear
0.027,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.036,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.029,0.004,140,nonlinear
0.017,0.001,140,nonlinear
0.014,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.009,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.014,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.01,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.011,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.01,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.025,0.001,140,nonlinear
0.013,0.001,140,nonlinear
0.011,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.035,0.002,140,nonlinear
0.017,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.042,0.005,140,nonlinear
0.003,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.011,0.005,140,nonlinear
0.011,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.03,0.002,140,nonlinear
0.001,0.001,140,nonlinear
0.025,0.001,140,nonlinear
0.028,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.036,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.035,0.005,140,nonlinear
0.014,0.001,140,nonlinear
0.021,0.003,140,nonlinear
0.002,0.001,140,nonlinear
0.025,0.001,140,nonlinear
0.014,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.021,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.046,0.002,140,nonlinear
0.002,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.035,0.006,140,nonlinear
0.001,0.001,140,nonlinear
0.009,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.01,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.017,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.013,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.026,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.009,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.019,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.026,0.002,140,nonlinear
0.006,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.009,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.009,0.001,140,nonlinear
0.091,0.02,140,nonlinear
0.003,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.01,0.001,140,nonlinear
0.013,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.009,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.016,0.001,140,nonlinear
0.063,0.013,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.018,0.001,140,nonlinear
0.005,0.004,140,nonlinear
0.004,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.017,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.013,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.016,0.001,140,nonlinear
0.023,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.034,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.088,0.085,140,nonlinear
0.016,0.001,140,nonlinear
0.016,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.018,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.018,0.001,140,nonlinear
0.015,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.011,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.01,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.013,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.029,0.002,140,nonlinear
0.001,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.017,0.003,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.009,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.014,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.041,0.006,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.021,0.003,140,nonlinear
0.001,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.018,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.016,0.004,140,nonlinear
0.003,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.023,0.002,140,nonlinear
0.038,0.014,140,nonlinear
0.001,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.09,0.018,140,nonlinear
0.002,0.001,140,nonlinear
0.01,0.001,140,nonlinear
0.059,0.019,140,nonlinear
0.001,0.001,140,nonlinear
0.047,0.002,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.018,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.019,0.001,140,nonlinear
0.016,0.001,140,nonlinear
0.042,0.003,140,nonlinear
0.001,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.022,0.002,140,nonlinear
0.002,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.015,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.029,0.002,140,nonlinear
0.001,0.001,140,nonlinear
0.039,0.002,140,nonlinear
0.003,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.017,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.013,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.019,0.002,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.01,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.014,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.023,0.005,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.016,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.046,0.002,140,nonlinear
0.003,0.001,140,nonlinear
0.01,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.019,0.002,140,nonlinear
0.008,0.001,140,nonlinear
0.026,0.004,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.009,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.01,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.095,0.012,140,nonlinear
0.006,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.01,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.009,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.011,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.014,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.013,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.006,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.011,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.011,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.01,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.015,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.023,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.036,0.001,140,nonlinear
0.011,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.031,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.016,0.001,140,nonlinear
0.011,0.001,140,nonlinear
0.017,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.009,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.01,0.003,140,nonlinear
0.001,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.017,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.003,0.001,140,nonlinear
0.014,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.072,0.005,140,nonlinear
0.016,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.008,0.001,140,nonlinear
0.009,0.001,140,nonlinear
0.043,0.003,140,nonlinear
0.001,0.001,140,nonlinear
0.029,0.002,140,nonlinear
0.001,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.005,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.01,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.011,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.007,0.001,140,nonlinear
0.013,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.08,0.079,140,nonlinear
0.004,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.017,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.011,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.002,0.001,140,nonlinear
0.012,0.001,140,nonlinear
0.145,0.147,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.001,0.001,140,nonlinear
0.014,0.001,140,nonlinear
0.004,0.001,140,nonlinear
0.009,0.001,140,nonlinear
